label;text
guilt;drunk on night insult three ladi follow morn approach ask reason behind bahaviour apolog unruli behaviour
joy;felt happi learnt qualifi grade eight
fear;afraid learnt father serious ill hospit
anger;met new girlfriend anoth man street
sadness;learnt brother in law poison friend dead
disgust;found seat coach book sold somebodi els
shame;monei stolen pocket
guilt;discov girl court rel mine
joy;son pass grade accept form
fear;robber broke in night
anger;wrote assign given less mark friend previous discuss assign
sadness;got messag child not feel well
disgust;teach student start make silli remark class
shame;grade on on dai felt like go toilet class veri scare teacher urin class
guilt;bought someth shopkeep gave chang realiz left shop bu stop need monei
joy;receiv accept form second year univers
fear;dai parent involv car accid oper oper doctor said mater life death
anger;got argument photograph pose twelv time period four week could get snap mine everi time film process snap not come although other did
sadness;sad expuls comrad unza demonstr
disgust;disgust wai bu conductor threw old woman oiut mini bu simpli could not pai fare luggag
shame;feel shame found unabl answer question tutor simpli lack prepar
fear;last august parent drop move colleg didn t know anybodi here berkelei realli scare me
anger;found boyfriend date year anoth girl s hous previou conflict concern girl alwai claim friend
sadness;shame disgust ask resign soror asham
disgust;shame
shame;road trip group soror fratern peopl becam intox basic rape don t rememb actual event know feel experienc later
guilt;got fire job gave discount friend
joy;basketbal team undef leagu plai current
fear;whenev think enrol organ chemistri
anger;saw movi block affluenc poverti exist saw rich made attempt help poor
sadness;felt powerless help poor don t know to
disgust;felt disgust team poor perfom prior leagu plai
joy;receiv grade averag midterm chemistri expect oneveri averag
fear;walk home place southsid live northsid follow head direct rout
anger;someon sign workshift co op live not want work switchboard becam veri angri mention earlier want need workshift not sign up
sadness;not well expect chemistri exam receiv score averag thought done veri well
disgust;saw someon thought knew repeatedli drunk not like around alcohol
shame;everi time around on person would stick foot mouth nasti on time accid said someth fairli cruel total inappropri
guilt;blew someon confus irrespons afterward felt guilti right
joy;right went concert last boyfriend told although told go take concert didn t want see anymor stai overnight said well leav ruin awhil we re togeth woke arm happiest moment life
fear;river raft nev boat tip suck rock got stuck could think go die quiet water seem like on would care rememb
anger;on first boyfriend got mad lot close friend gui didn t want see anymor jealou
sadness;watch sunset latest boyfriend left realiz would never watch sunset again probali never see eachoth none matter
disgust;listen priest church sai sin man wa men should renounc desir pleasur pleas god could never understand someth bring joi could sin
shame;third grade teacher caught cheat spell test couldn t spell australia said loud voic someth like we don t cheater class
guilt;friend would light match fun on friend confess parent parent guess knew suspect involv said knew noth it
joy;felt extrem joi dai baptiz on god
fear;felt fear friend broke abandon militari base lo angel summer fear didn t want caught
anger;experienc anger recent commit sin gone week half without do made vow god blown it start over
sadness;last realli felt sad left home leav long time pre kindergarten relationship behind
disgust;commit sin mention anger sin sexual immor
shame;took shower girl hall felt let devot god window although nothig happen felt asham
guilt;commit sin immor mention befor
joy;final ask someon banquet
anger;week back hurri leav hous left thing ly around someth never do uncl who live us live joint famili remark alwai thing like thi realli got mad
sadness;took b a exam i expect class even though not done veri well result came felt sad miss class mark
disgust;girlfriend mine behav veri childish wai not like go see friend introduc friend mine would like friend them not like possess would like close her
shame;friend mine said someth not like come place come place meanwhil got learn anoth friend mine arriv place realli treat badli later asham wai treat someon person place
guilt;dai back mother not feel well still hous work felt guilti not offer help
joy;pass b a exam parent allow carri studi m a veri happi
fear;scare water child
anger;get home late father scold make angri
sadness;aunt di
disgust;tast love hate
anger;resent fester him
disgust;friend mine rememb need not even think not need me
anger;edg irrit return
shame;got mark abnorm psycholog exam
anger;resent grew insid like tumor
guilt;not felt emot
joy;pass b a exam class first famili got class famili member veri happi gave opportun studi further
anger;took almost hour get food dad went ballist brought wrong thing
fear;dreamt famili troubl face mani difficulti
anger;brother got veri low mark exam veri angri put studi asid help him everi time brother badli school famili member blame well
sadness;famili mmember friend blame someth not respons for feel veri sad not fault
disgust;feel disgust peopl ly mean sai on thing on person thing anoth wai anoth person make peopl quarrel among themselv
shame;class ask question not hear veri clearli gave answer not relat question everyon start laugh me
guilt;pet dog who famili member di vomit past three dai not found time call vet final vet came alreadi late
joy;last year colleg receiv award best student year felt veri happi got want wish fulfil
fear;woke middl night felt frighten everyon els sleep could not even room
anger;irrit peopl talk behind back prefer peopl tell to face instead talk behind back
sadness;friend colleagu talk bad me
disgust;work not get full co oper colleagu complet assign
shame;act mind consciou
guilt;begin teenag matter sex speak sex
